title,_0,author,_,publisher,isbn,readDate,_1,_2,thumnailImage,_3,_4,_5,_6
わたしが恋人になれるわけないじゃん、ムリムリ!(※ムリじゃなかった!?) 4,,みかみてれん/竹嶋 えく,,集英社,9784086314398,2021/10/26,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4398/9784086314398_1_4.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/16891624/,2021/10/26,0,0
やはり俺の青春ラブコメはまちがっている。結(1),,渡 航/ぽんかん8,,小学館,9784094530315,2021/09/25,冷たい木枯らしの吹くクリスマス。ささやかながらも暖かなパーティーの後、結衣は自身の心にもある“想い”が灯っていることに気付く。届かない祈りも、叶わない願いもきっとある。でも、欲しいものがある。本当は、嘘でもいい。たとえ、まちがっていても、正しくなくても、その手を握っていたいー。数多の人が欲しいものを願う夜。願いの数だけ、想いの数だけ語られない物語がある。…だから、これは、由比ヶ浜結衣の物語。全世界累計１０００万部突破、青春小説の金字塔「俺ガイル」、もう一つの物語「結」始動！,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0315/9784094530315_1_3.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/16843929/,2021/09/25,0,0
地球の未来のため僕が決断したこと,,ビル・ゲイツ/山田　文,,早川書房,9784152100436,2021/09/19,暴風雨、高潮、干魃、感染症の拡大…。気候大災害が今世紀中に奪う命の数は、ＣＯＶＩＤ-１９の５倍にものぼる。惨劇を避けるため、ビル・ゲイツは科学、経済、政治の専門家と協力して気候変動解決のブレークスルーを探し求め、来るべき世界の姿を思い描いてきた。１０年にわたるその取り組みは、あらゆる人が科学文明のもたらす豊かさを享受できる「本当に持続可能な世界」を指し示している。今なお世界の最先端をリードするテクノロジーの巨人が、我々が歩むべき前進の道を提示する。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0436/9784152100436_1_23.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/16776146/,2021/09/19,0,0
プログラマの数学 第2版,,結城 浩,,SBクリエイティブ,9784797395457,2021/09/12,プログラミングに役立つ「数学的な考え方」を身につけよう。難しい数式は使わず、たくさんの図とパズルを通して、やさしく解説しています。プログラミング初心者、数学の苦手な人にも最適。付録「機械学習への第一歩」を新たに加筆。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5457/9784797395457.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15231057/,2021/09/12,0,0
男女の友情は成立する？(いや、しないっ!!) Flag 1. じゃあ、30になっても独身だったらアタシにしときなよ？(1),,七菜　なな/Parum,,KADOKAWA,9784049133721,2021/09/04,とある田舎の中学校で、ある男女が永遠の友情を誓い合った。１つの夢に向かい運命共同体となった二人の仲はー特に進展しないまま２年の歳月が過ぎる…！未だに初恋がこない陽キャ女子・犬塚日葵と、花を愛する植物男子・夏目悠宇は、高校２年生になっても変わらず、二人だけの園芸部で平和に親友やっていた。「悠宇が結婚できなかったら、アタシが責任取ってやんなきゃねー」「日葵がそれ口走ってから、おまえの兄さんが『義弟くん！』って呼んできて辛いんだけど」ところが悠宇が初恋相手と再会し、二人の歯車が狂い出す！？果たして恋を知った日葵は“理想の友だち”脱却なるか？,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3721/9784049133721.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/16559735/,2021/09/04,0,0
マハン海上権力論集,,麻田 貞雄,,講談社,9784062920278,2021/08/24,国家の繁栄には貿易の拡大を必要とし、それにはシーレーン確保や海軍力増強が重要となるー。近代海軍の父・マハンの海上権力理論は、秋山真之をはじめとする旧日本海軍のみならず、同時代の列強、そして現代に到るまで諸国家の戦略に多大な影響を与えている。海の可能性が注目される今、大きな示唆を秘めた海洋戦略論を、代表作を通して紹介する。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0278/9784062920278.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/6897281/,2021/08/24,0,0
残像に口紅を,,筒井康隆,,中央公論新社,9784122022874,2021/08/23,「あ」が使えなくなると、「愛」も「あなた」も消えてしまった。世界からひとつ、またひとつと、ことばが消えてゆく。愛するものを失うことは、とても哀しい…。言語が消滅するなかで、執筆し、飲食し、講演し、交情する小説家を描き、その後の著者自身の断筆状況を予感させる、究極の実験的長篇小説。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2874/9784122022874.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/721594/,2021/08/23,0,0
生まれてこない方が良かった,,デイヴィッド・ベネター/小島和男,,すずさわ書店,9784795403604,2021/08/21,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3604/9784795403604.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15249276/,2021/08/21,0,0
Reactハンズオンラーニング 第2版,,Alex Banks/Eve Porcello,,オライリー・ジャパン,9784873119380,2021/08/08,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9380/9784873119380_1_2.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/16785236/,2021/08/08,0,0
ただしい人類滅亡計画 反出生主義をめぐる物語,,品田 遊/コルシカ,,イースト・プレス,9784781620046,2021/08/08,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0046/9784781620046_1_4.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/16762072/,2021/08/08,0,0
変な家,,雨穴,,飛鳥新社,9784864108454,2021/08/01,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8454/9784864108454_1_2.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/16727988/,2021/08/01,0,0
文学少女対数学少女,,陸　秋槎/稲村　文吾,,早川書房,9784151843518,2021/07/30,高校２年生の“文学少女”陸秋槎は自作の推理小説をきっかけに、孤高の天才“数学少女”韓采蘆と出逢う。彼女は作者の陸さえ予想だにしない真相を導き出して…“犯人当て”をめぐる論理の探求「連続体仮説」、数学史上最大の難問を小説化してしまう「フェルマー最後の事件」のほか、ふたりが出逢う様々な謎とともに新たな作中作が提示されていく全４篇の連作集。華文青春本格ミステリの新たなる傑作！,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3518/9784151843518.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/16490981/,2021/07/30,0,0
スクラム 仕事が4倍速くなる“世界標準”のチーム戦術,,ジェフ・サザーランド/石垣賀子,,早川書房,9784152095428,2021/07/22,納期遅れ・予算オーバーが当たり前だったソフトウェア開発の現場で、いまや世界的に絶大な支持を集めるようになったプロジェクト管理法「スクラム」。その生みの親が、最少の時間と労力で最大の成果を出すチームの作り方を伝授する。住宅リフォームや結婚式の計画から、ＦＢＩのデータ管理、さらに宇宙船の開発まで、スクラムが革命を起こす！,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5428/9784152095428.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/13288846/,2021/07/22,0,0
いつも｢時間がない｣あなたに,,センディル・ムッライナタン/大田直子,,早川書房,9784152095244,2021/07/11,いつも時間に追われていて、思うとおりに物事が片付けられない。それなりの収入はあるのに、目の前の出費のために、借金を重ねてしまう。ダイエットをしようとたびたび取り組むけれど、長続きしない。人の気を引こうと熱をもって話しかけるが、いつも相手はつまらなそうなだけ。薬を処方通りキチンと飲まないから、いつまでも治らない。こうした、同じ状態から抜け出せない人は多いですが、じつはこれらはすべて、必ずしもその人の資質によらない、ある共通の要因がもとで起こっていたのです。さまざまのめざましい実験・研究成果を応用し、期待の行動経済学者コンビが初めて世に贈る１冊。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5244/9784152095244.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/13121404/,2021/07/11,0,0
繁栄のパラドクス 絶望を希望に変えるイノベーションの経済学,,クレイトン・M・クリステンセン/依田光江,,ハーパーコリンズ・ジャパン,9784596551450,2021/06/20,“買えない／買わない”が、巨大市場に変わる時ー最も成長が見込めるのは、貧困をとりまく「無」消費経済である。絶望を希望に変えるイノベーションの経済学。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1450/9784596551450.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15904679/,2021/06/20,0,0
Vivy prototype(2),,長月達平/梅原英司,,マッグガーデン,9784800010834,2021/06/13,１００年後に勃発する人類とＡＩの最終戦争を阻止すべく、『シンギュラリティ計画』を開始したヴィヴィとマツモト。しかし、次なる歴史の修正点でヴィヴィが目の当たりにしたのは、本来の歴史ー正史よりはるかに発達したＡＩ技術と、それにより発展した世界だった。ＡＩが過剰に発展している謎を探るため、ヴィヴィはこの時代の研究者、冴木タツヤの元へ向かう。マツモト曰く、彼はＡＩと結婚をした最初の人類であるとされていてー。ＡＩに心がないのなら、ＡＩを愛する心は虚構なのか。-これは、人とＡＩと、愛の物語。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0834/9784800010834.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/16660935/,2021/06/13,0,0
現代経済学の直観的方法,,長沼 伸一郎,,講談社,9784065195031,2021/06/06,わかりやすくて、おもしろくて、そして深い。資本主義の本質をつかむ唯一無二の経済書！！,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5031/9784065195031.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/16240516/,2021/06/06,0,0
イチバン親切なデッサンの教科書 デッサンの基本から、人体の構造までプロが教える究極のテクニック,,上田耕造,,新星出版社,9784405071940,2021/05/30,デッサンの基本から人体の構造まで、プロが教える究極のテクニック。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1940/9784405071940.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15332808/,2021/05/30,0,0
現実でラブコメできないとだれが決めた？,,初鹿野 創/椎名 くろ,,小学館,9784094518566,2021/05/30,「ラブコメのような体験をしてみたい」ラノベを嗜むラブコメ好きは皆、一度はこう思ったことがあるだろう。ヒロインたちとイチャラブしたり、最高の友人と充実した学園生活を送ったり。だが、現実でそんな劇的なことは起こらない。義理の妹も、幼馴染も、現役アイドルな同級生もミステリアスな先輩も、男の親友キャラですら俺にはいない。ならどうするか…自分で作り上げるしかない！ラブコメに必要なのはデータ分析と反復練習、そしてー。第１４回小学館ライトノベル大賞・優秀賞受賞作。俺は、現実をラブコメ色に染め上げる！,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8566/9784094518566.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/16355911/,2021/05/30,0,0
ソフトウェアテストの教科書,,石原一宏/田中英和,,SBクリエイティブ,9784797365818,2021/05/29,基礎からしっかり、体系的に学習できる世界一わかりやすい「テストの教科書」、遂に発刊。初学者を対象とした丁寧な解説、平易な文章。体系的に学ぶことで、実践力を培うことができる。ソフトウェアテストにおける基本的な考え方。５つのテスト技法を用いた欠陥の検出方法。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5818/9784797365818.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/11516496/,2021/05/29,0,0
悪役令嬢に転生した私がヤンデレメインヒロインとフラグを立ててしまった件,,栗栖ティナ/爺わら,,キルタイムコミュニケーション,9784799214671,2021/05/29,乙女ゲームの悪役令嬢・ロザリーに転生したアラサー腐女子は、破滅ルートを回避するため奮闘する。しかし、その過程でメインヒロインであるエステルと異常なまでに親交を深めてしまい、気付けば彼女のヤンデレルートに！？王子からの婚約破棄を機に暴走したエステルは、ついにはロザリーを誘拐監禁し…。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4671/9784799214671.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/16630634/,2021/05/29,0,0
あんぽん 孫正義伝,,佐野 眞一,,小学館,9784094060843,2021/05/29,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0843/9784094060843.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/12865652/,2021/05/29,0,0
三体3 死神永生 下,,劉　慈欣/大森　望,,早川書房,9784152100214,2021/05/25,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0214/9784152100214.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/16672888/,2021/05/25,0,0
三体3 死神永生 上,,劉　慈欣/大森　望,,早川書房,9784152100207,2021/05/25,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0207/9784152100207.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/16672887/,2021/05/25,0,0
フォン・ノイマンの哲学 人間のフリをした悪魔,,高橋 昌一郎,,講談社,9784065224403,2021/05/22,人類史上最恐の頭脳。コンピュータ、原子爆弾、ゲーム理論、天気予報…現代社会の基本構造をつくった天才の栄光と苦悩。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4403/9784065224403.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/16619013/,2021/05/22,0,0
わたしが恋人になれるわけないじゃん、ムリムリ!(※ムリじゃなかった!?) 3,,みかみてれん/竹嶋 えく,,集英社,9784086314121,2021/05/16,「私、家出することにしたんだっ」すべてはその一言から始まった。夏休み、家族と喧嘩してしまった紫陽花さんは、意地になって家出すると言い出した！一人旅は危なすぎでしょと焦ったわたしは、勢いでその旅に同行することに。わたしが天使を守るんだ！海沿いの町に泊まって、卓球をしたり温泉入ったり、紫陽花さんが甘えん坊妹になっちゃったり！？さらに真唯まで現れて、旅は一気に賑やかに。元気になった紫陽花さんも家族と和解して、一件落着。-のはずだったんだけど。わたしはずっと気づかなかった。紫陽花さんがどんな想いでわたしと一緒にいてくれたのかを。慕った想いが咲き誇る青春ガールズラブコメ、急展開の第３弾！,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4121/9784086314121.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/16681661/,2021/05/16,0,0
わたしが恋人になれるわけないじゃん、ムリムリ! (※ムリじゃなかった!?) 2,,みかみてれん/竹嶋 えく,,集英社,9784086313797,2021/05/16,『れまフレ』という関係に着地し、高校三年間で恋人と親友のどちらがいいかをじっくりと決めることにした、れな子と真唯。わたしも少しはキラキラな高校生活に馴染んできたかも…？なんて思っていたある日。「ねえ、甘織ー私と、付き合ってくれないかしら？」グループの黒髪美人、琴紗月さんから、突然告白されてしまった！？しかし当然裏がある。紗月さんは真唯に復讐するためにわたしを利用しようとしているのだ。紗月さんの策にハマり、放課後デートにお泊まりデート、果てはキスまで！？芦ケ谷高校の二大美女に挟まれ、今日もわたしは限界寸前！青春が炸裂する、ノンストップ・ガールズラブコメ第二弾！,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3797/9784086313797.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/16394623/,2021/05/16,0,0
わたしが恋人になれるわけないじゃん、ムリムリ! (※ムリじゃなかった!?),,みかみてれん/竹嶋 えく,,集英社,9784086313568,2021/05/15,ぼっちな中学時代を捨て、高校デビューしたわたし・甘織れな子。でも、根が陰キャだから憧れの陽キャ生活に馴染めず、窒息寸前！そんなとき、我が校のスーパースター・王塚真唯とひょんなことからお互いの悩みを共有してヒミツの友達に。真唯がいれば毎日がんばれそうーと思ったはずが！「君に、恋をしてしまったんだ」「待って！友達どこいった？」恋人なんて不安定な関係、ムリ！わたしは最高の友達を作って高校生活を楽しみたいの！でも真唯も恋心を諦めきれないようでー。「恋人と親友のどちらが私たちにふさわしいか、勝負で決めよう」こうして、ふたりの在り方を懸けたノンストップ・ラブコメディが幕を開けたのだった！,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3568/9784086313568.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/16199197/,2021/05/15,0,0
これからパンローリングの投資本を読む人へ,,塩見努,,パンローリング,9784775930793,2021/05/15,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0793/9784775930793.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/6967887/,2021/05/15,0,0
承認欲求女子図鑑,,にゃるら,,三才ブックス,9784866732008,2021/05/09,裏垢・クスリ・パパ活・ＳＮＳ世代の闇を覗くインタビュー集。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2008/9784866732008.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/16367105/,2021/05/09,0,0
ハムレットQ1,,ウィリアム・シェイクスピア/安西徹雄,,光文社,9784334752019,2021/05/09,デンマーク王が急死し、王の弟クローディアスが王妃と結婚して王の座に就く。悲しみに沈む王子ハムレットはある日、父の亡霊と会い、その死がクローディアスによる毒殺だと知る。ハムレットは狂気を装い、復讐を誓うのだった…。シェイクスピア四大悲劇、最大の問題作。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2019/9784334752019.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/6370603/,2021/05/09,0,0
Vivy prototype(1),,長月達平/梅原英司,,マッグガーデン,9784800010643,2021/04/29,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0643/9784800010643.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/16660934/,2021/04/29,0,0
SFマガジン 2021年 06 月号 異常論文特集,,,,早川書房,,2021/04/25,,,https://tshop.r10s.jp/book/cabinet/0611/4910019750611.jpg,,2021/04/25,0,0
昭和史(1926-1945),,半藤一利,,平凡社,9784582766714,2021/04/21,授業形式の語り下ろしで「わかりやすい通史」として絶賛を博した「昭和史」シリーズ戦前・戦中篇。日本人はなぜ戦争を繰り返したのかー。すべての大事件の前には必ず小事件が起こるもの。国民的熱狂の危険、抽象的観念論への傾倒など、本書に記された５つの教訓は、現在もなお生きている。毎日出版文化賞特別賞受賞。講演録「ノモンハン事件から学ぶもの」を増補。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6714/9784582766714.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/6092363/,2021/04/21,0,0
やはり俺の青春ラブコメはまちがっている。 14．5,,渡 航/ぽんかん8,,小学館,9784094530049,2021/04/20,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0049/9784094530049.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/16666779/,2021/04/20,0,0
ポストコロナのSF,,日本SF作家クラブ,,早川書房,9784150314811,2021/04/19,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4811/9784150314811.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/16644179/,2021/04/19,0,0
SCRUM BOOT CAMP THE BOOK【増補改訂版】 スクラムチームではじめるアジャイル開発,,西村 直人/永瀬 美穂,,翔泳社,9784798163680,2021/04/18,はじめて「スクラム」をやることになったら読む本！理論だけでは終わらない“実践”の手引き。架空の開発現場を題材に実際のプラクティスを詳説！,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3680/9784798163680.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/16284702/,2021/04/18,0,0
完全なる投資家の頭の中,,トレン・グリフィン/井田京子,,パンローリング,9784775972021,2021/04/12,バークシャー・ハサウェイの屋台骨を支えた男。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2021/9784775972021.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/13794075/,2021/04/12,0,0
SAVE THE CATの法則 : 本当に売れる脚本術,,,,フィルムアート社,9784845910564,2021/04/11,業界を知り尽くした筆者が、ジャンル、プロット、構成、販売戦略、キャスティングなど、基本要素を踏まえながら実践的に、メジャーで売れる脚本の法則を語りおろす。シンプルで、本当に大手映画会社が買ってくれる脚本を書くためのコツを教える超実践的脚本マニュアル。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0564/9784845910564.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/6810294/,2021/04/11,0,0
くりぃむしちゅーのオールナイトニッポン 番組オフィシャルブック,,ナチュラルエイト/ニッポン放送,,総合法令出版,9784862807939,2021/04/10,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7939/9784862807939.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/16685015/,2021/04/10,0,0
ジャックポット,,筒井 康隆,,新潮社,9784103145349,2021/04/04,コロナ、戦争、文学、ジャズ、映画、嫌民主主義、そして息子の死ー。かつてなく「筒井康隆の成り立ち方」を明かす超＝私小説爆誕！,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5349/9784103145349.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/16615775/,2021/04/04,0,0
競馬の血統学,,吉沢譲治,,NHK出版,9784140841419,2021/04/02,カナダが送った革命の使者ノーザンダンサー。サラブレッドの進化と活性化に貢献した歴史的名種牡馬は、思いがけない国や血統から誕生してきた。そして、次なる国とは…。大胆な仮説を、緻密な取材と分析で考証した「ＪＲＡ馬事文化賞」受賞作に、新たな流れに沿った終章を追録。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1408/14084141.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/1383127/,2021/04/02,0,0
西洋美術史入門,,池上英洋,,筑摩書房,9784480688767,2021/03/24,名画にこめられた豊かなメッセージを読み解き、絵画鑑賞をもっと楽しもう。ヨーロッパの中高生も学ぶ、確かなメソッドをベースにした新しい西洋美術史の教室へようこそ。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8767/9784480688767.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/11551557/,2021/03/24,0,0
名馬を読む2,,江面弘也,,三賢社,9784908655142,2021/03/22,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5142/9784908655142.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/16006454/,2021/03/22,0,0
名馬を読む,,江面弘也,,三賢社,9784908655074,2021/03/19,名馬に歴史あり、歴史に名馬あり。シンザン、ハイセイコー、テンポイント、オグリキャップ、ディープインパクト…。殿堂入りした３２頭の蹄跡と、その馬を支えた人びとの物語。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5074/9784908655074.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15010830/,2021/03/19,0,0
オリエント急行の殺人,,アガサ・クリスティ/中村能三,,早川書房,9784151300080,2021/03/15,厳寒の季節に似合わず国際列車オリエント急行は世界各国からの乗客でいつになく混んでいた。一癖も二癖もある乗客たちが作る異様な雰囲気のなか、雪で立往生した車内で、老富豪が何者かに刺殺された。名探偵ポアロが腰を上げたが、乗客のすべてには堅牢なアリバイがあった…大胆なトリックに注目の著者の代表作。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1513/15130008.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/1603931/,2021/03/15,0,0
カント『純粋理性批判』 2020年6月,,西 研,,NHK出版,9784142231140,2021/03/15,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1140/9784142231140.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/16328683/,2021/03/15,0,0
Learn Better,,アーリック・ボーザー/月谷真紀,,英治出版,9784862762580,2021/03/15,深い学びを得るにはいったい何が必要なのか？子どものころに学習困難を抱えていた著者が、多くの実証研究調査と、学びの専門家への取材を通してたどり着いた、小手先のテクニックではない本質的な「学び方」。米Ａｍａｚｏｎ２０１７年ベスト・サイエンス書。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2580/9784862762580.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15544927/,2021/03/15,0,0
作って覚える! ZBrushフィギュア制作入門,,ウチヤマ リュウタ,,ボーンデジタル,9784862464019,2021/03/08,フィギュア制作のいろはを習得。３ＤＣＧ初級者でも安心の手順解説！制作過程を追ったモデルデータおよびカスタムブラシ付き！,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4019/9784862464019.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15241054/,2021/03/08,0,0
生誕の災厄,,エミール・M．シオラン/出口裕弘,,紀伊國屋書店,9784314001472,2021/03/06,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1472/9784314001472.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/230120/,2021/03/06,0,0
山の人魚と虚ろの王,,山尾悠子,,国書刊行会,9784336070999,2021/03/03,風変わりな若い妻を迎えた男。秋の新婚の旅は“夜の宮殿”その他の街を経て、機械の山へ。圧倒的なるイメジャリーに満ちみちた驚異と蠱惑の“旅”のものがたり。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0999/9784336070999.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/16627301/,2021/03/03,0,0
青春ブタ野郎はナイチンゲールの夢を見ない(11),,鴨志田　一/溝口　ケージ,,KADOKAWA,9784049129021,2021/02/28,突如咲太の目の前に現れた、霧島透子を名乗るミニスカサンタ。彼女が「思春期症候群をプレゼントした」という学生たちのなかには、咲太の中学時代のクラスメイト・赤城郁実がいてー。書き込んだ夢が正夢になる、と学生たちのＳＮＳで話題の都市伝説『＃夢見る』。郁実がそれを利用し、「正義の味方」として人助けしている姿を目撃した咲太は、彼女の身体がポルターガイストのような現象に襲われていることを知る。しかもその原因は過去の咲太にあるらしく…！？「ねえ、梓川君。ひとつ勝負をしない？」鍵をかけていた過去の扉をあける、シリーズ第１１弾。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9021/9784049129021.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/16520258/,2021/02/28,0,0
達人に学ぶDB設計徹底指南書,,ミック,,翔泳社,9784798124704,2021/02/28,データベース設計の正しい考え方と実践ノウハウが身につく６７の勘どころ、２１問の演習問題。アプリケーション開発者・ＤＢエンジニア必携。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4704/9784798124704.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/11582464/,2021/02/28,0,0
STEINS；GATE(5),,5pb．/Nitroplus,,角川書店,9784041003053,2021/02/28,紅莉栖が加わり賑やかさを増したラボで、まゆりは岡部との関係が変わり始めているのを感じていた。だが、タイムリープマシン完成打ち上げの夜、一発の銃弾がまゆりたちの運命を変えるー。岡部が繰り返す悪夢のタイムリープの裏で、そして紅莉栖を救うため過去へと旅立つ彼にまゆりが抱いていた“想い”とは？誰かが誰かを大切に思う気持ちは決して消えない！ヒロインたちの“想い”が綴るキャラクター・アンソロジー第２弾。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3053/9784041003053.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/11675347/,2021/02/28,0,0
STEINS;GATE(4),,5pb．/Nitroplus,,角川書店,9784041002636,2021/02/28,熱で倒れた岡部を看病することになった紅莉栖たち。だが一人また一人とラボメンが退場していき、ラボにはとうとう岡部と紅莉栖の二人だけになってしまう。朦朧とする岡部の相手をするうちに徐々に暴走してゆく紅莉栖。大パニックの彼女はやがて岡部のスボンに手を伸ばしー！？助手のデレが大暴走！！大ヒットアニメ『ＳＴＥＩＮＳ；ＧＡＴＥ』のヒロインが活躍する、ファン待望のキャラクター・アンソロジー第１弾。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2636/9784041002636.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/11674645/,2021/02/28,0,0
｢バカ｣の研究,,ジャン=フランソワ・マルミオン/田中 裕子,,亜紀書房,9784750516509,2021/02/27,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6509/9784750516509.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/16298945/,2021/02/27,0,0
