title,_0,author,_,publisher,isbn,readDate,_1,_2,thumnailImage,_3,_4,_5,_6
佇むひと,,筒井康隆,,角川書店,9784041305263,2019/11/23,ささやかな社会批判をした妻が密告により逮捕され、土に植えられてしまった。次第に植物化し、感情を失っていく妻との切ない別れは…。宇宙の伝説と化した男が、二十年ぶりに帰ってきた。かつて賑やかだった鉱山町の酒場、冒険をともにしたロボット、人妻となった愛しの彼女。郷愁にみちた束の間の再会は…。奇想あふれる設定と豊かな情感が融け合う不思議な作品群。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0413/04130526.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/4163697/,2019/11/23,0,3
ボルヘス詩集,,ホルヘ・ルイス・ボルヘス/鼓直,,思潮社,9784783725121,2019/11/23,第一次世界大戦前後のジュネーブやマドリードで前衛主義の洗礼を受けた後、「宿命」のブエノスアイレスに帰還したボルヘスは、斬新な「ウルトライスモ」の旗幟を掲げて詩壇に打った出た。しかし、それぞれ『審問』と『伝奇集』で代表されるエッセー、短篇のような他ジャンルに関るあいだに、詩風を一変させる。中年に至ってホメーロスやミルトンと同じく失明の悲運に遭遇したこともあって、記憶と推敲に便利なソネットのような定型を用い、月、川、砂、薔薇、虎、鏡といった伝統的な隠喩を借り、古今東西の神話、伝説、文学。思想からの引用を頼りながら、宇宙と存在の永遠の在りようを探る形而上学的な詩人へと変貌したのだ。本書では、『創造者』以降の晩年の詩集からできる限り多くの作品を採ることによって、反時代的であるが故にかえって時代に新鮮な衝撃を与えた、めくるめく「時間の迷宮」の主の姿を鮮明に浮かび上がらせようとした。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7837/78372512.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/1023271/,2019/11/23,0,3
冴えない彼女の育てかた Memorial2,,丸戸　史明/深崎　暮人,,KADOKAWA,9784040734026,2019/11/20,色あせないメモリアルの数々-。大人気青春グラフィティ「冴えない彼女の育てかた」ファンブックが再び登場！恵、英梨々、詩羽がアニメのことを振り返るなど今では入手困難な短編を完全収録。そして劇場版のために深崎暮人が描き起こしたあの設定画も初公開！さらには劇場版をより深く楽しむための原作者インタビューに加え、総監督・キャストインタビューと読み応えたっぷりの内容に、書き下ろし小説は…「すいません最初から総没って言ってください恵さん！？」倫也が恵に大きな決意を誓うきっかけとなった「ｂｌｅｓｓｉｎｇ　ｓｏｆｔｗａｒｅ」初の商業仕事を収録！,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4026/9784040734026.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/16096787/,2019/11/20,0,3
やはり俺の青春ラブコメはまちがっている。(14),,渡 航/ぽんかん8,,小学館,9784094517811,2019/11/19,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7811/9784094517811.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/16084314/,2019/11/19,0,4
寝ながら学べる構造主義,,内田 樹,,文藝春秋,9784166602513,2019/11/15,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2513/9784166602513.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/1455736/,2019/11/15,0,3
ハプスブルク家,,江村洋,,講談社,9784061490178,2019/11/09,キリスト教が心なら、ハプスブルク家は背骨である。ヨーロッパという肉体の中心、結婚政策により勢力を保ち続けた名門王朝の歴史を探る。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0178/9784061490178.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/427783/,2019/11/09,0,3
デイトレード,,オリバー・ベレス/グレッグ・カプラ,,日経BP社,9784822242978,2019/11/06,全米最強のトレーダー養成機関「プリスティーン」の創業者が自らの経験から掴みとった勝者のセオリーを日本初公開。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8222/82224297.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/1493307/,2019/11/06,0,3
俺の青春を生け贄に、彼女の前髪をオープン2,,凪木　エコ/すし*,,KADOKAWA,9784040722009,2019/11/04,相変わらずのコミュ難で、まだまだ俺にべったりなサリュ。それでも、今度の林間学校で友達作りを頑張れば学園のアイドルに近づける（はず）！というわけで林間学校編スタート！！…と意気込んでいた矢先、サリュの知名度ＵＰを阻止しようと山本月先輩が急接近。学園のトップアイドルがなんで？と思ってたら、外面は良くても性格がアレなことが判明してー。水着コンテストにＢＢＱ、肝試し。サリュを守りながら定番イベントでの配信をこなす俺だけど、先輩の更なる秘密に巻き込まれ、「タロ様、何で先輩と一緒にいるんですかぁ？しかも裸です…」見せびらかし系青春ラブコメ、夏の修羅場突入！？,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2009/9784040722009.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/14892239/,2019/11/04,0,2
ハプスブルク家12の物語,,中野京子,,光文社,9784334034696,2019/11/04,スイスの一豪族から大出世、列強のパワーバランスによって偶然ころがりこんだ神聖ローマ帝国皇帝の地位をバネに、以後、約六五〇年にわたり王朝として長命を保ったハプスブルク家。常にヨーロッパ史の中心に身を置きながら、歴史の荒波に翻弄され、その家系を生きる人間たちの運命は激しく揺さぶられ続けた。血の争いに明け暮れた皇帝、一途に愛を貫いた王妃、政治を顧みず錬金術にはまった王、母に見捨てられた英雄の息子、そして異国の地でギロチンにかけられた王妃ー。過酷な運命と立ち向かい、また定めのまま従容と散っていったヒーロー、ヒロインたちは、どこまでも魅力的。彼らを描いた名画に寄り沿い、その波瀾万丈の物語をつむぐ。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4696/9784334034696.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/5819801/,2019/11/04,0,3
創作する遺伝子,,小島 秀夫,,新潮社,9784101016412,2019/11/03,「メタルギアソリッド」シリーズ、『ＤＥＡＴＨ　ＳＴＲＡＮＤＩＮＧ』等を生んだ天才ゲームクリエイターの創作力は、本、映画、音楽への深い尊敬と情熱によって焚きつけられていたー。散文集『僕が愛したＭＥＭＥたちーいま必要なのは、人にエネルギーを与える物語』を再構成し改題。会社独立後から現在にいたるまでの想い、新作への意欲を新たに書き下ろした熱烈なる偏愛エッセイ。特別対談：星野源。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6412/9784101016412.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/16075550/,2019/11/03,0,4
あの夏ぼくは天使を見た,,焦茶/岩倉　文也,,KADOKAWA,9784046043436,2019/11/03,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3436/9784046043436.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/16089685/,2019/11/03,0,2
一人の力で日経平均を動かせる男の投資哲学,,cis,,KADOKAWA,9784041069691,2019/11/03,上がり続けるものは上がり下がり続けるものは下がる。押し目買いは避ける。重要なのは勝率ではなくトータルの損益。ナンピンは最悪。ヘッジは無駄。不動産投資は罰ゲーム。負ける人の特徴は冷静にモノを見られない人。配当狙いは儲からない。生ける伝説、独自の投資哲学を初開陳！,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9691/9784041069691.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15724017/,2019/11/03,0,3
やがて君になる 佐伯沙弥香について,,入間　人間/仲谷　鳰,,KADOKAWA,9784049121650,2019/10/31,理解でもなく、諦めでもなく、そこにあるのは自分への納得。-私は、女の子に恋することしかできないんだって。幼少時代から大人びていて、どこか達観した少女だった佐伯沙弥香。だが小学五年生の時に友達の女の子から自分へ向けられた感情に、彼女は答えを出せずにいた。そして中学時代。仲の良かった先輩・千枝から恋心を打ち明けられた彼女は戸惑いながらも告白を受け入れ、次第に恋愛の深みにはまっていくが…。ままならない想いに揺れ動く少女、佐伯沙弥香の恋を描くもうひとつのガールズストーリー。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1650/9784049121650.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15668450/,2019/10/31,0,4
タイタンの妖女,,カート・ヴォネガット/浅倉久志,,早川書房,9784150117009,2019/10/30,時空を超えたあらゆる時と場所に波動現象として存在する、ウィンストン・ナイルズ・ラムファードは、神のような力を使って、さまざまな計画を実行し、人類を導いていた。その計画で操られる最大の受難者が、全米一の大富豪マラカイ・コンスタントだった。富も記憶も奪われ、地球から火星、水星へと太陽系を流浪させられるコンスタントの行く末と、人類の究極の運命とは？巨匠がシニカルかつユーモラスに描いた感動作。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7009/9784150117009.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/5987345/,2019/10/30,0,4
ファイト・クラブ新版,,チャック・パラニューク/池田真紀子,,早川書房,9784150413378,2019/10/21,おれを力いっぱい殴ってくれ、とタイラーは言った。事の始まりはぼくの慢性不眠症だ。ちっぽけな仕事と欲しくもない家具の収集に人生を奪われかけていたからだ。ぼくらはファイト・クラブで体を殴り合い、命の痛みを確かめる。タイラーは社会に倦んだ男たちを集め、全米に広がる組織はやがて巨大な騒乱計画へと驀進するー人が生きることの病いを高らかに哄笑し、アメリカ中を熱狂させた二十世紀最強のカルト・ロマンス。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3378/9784150413378.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/13178425/,2019/10/21,0,4
冴えない彼女の育てかた Memorial,,丸戸　史明/深崎　暮人,,KADOKAWA,9784040724607,2019/10/21,大人気青春グラフィティ「冴えない彼女の育てかた」原作ファンブックがついに登場！本編追加エピソードやＩＦストーリーなど、これまで書き下ろされてきた店舗特典小説を２００ページ以上収録し、初公開情報も含んだメインキャラクター解説。貴重な情報満載の丸戸史明＆深崎暮人インタビューと、盛りだくさんの内容に加え、書き下ろし小説として…倫也が恵に初めて語る豊ヶ崎学園合格秘話を収録！「冴えない彼女の育てかた」ファンならば誰もが胸がキュンキュンするような永久保存版のメモリアル！,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4607/9784040724607.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15361159/,2019/10/21,0,3
同棲から始まるオタク彼女の作りかた2,,村上　凛/館川　まこ,,KADOKAWA,9784040729367,2019/10/20,理想のオタク彼女（彼氏）を作るべく、隠れオタクギャルの二科心と同棲し協力し合う協定関係を結んだ俺、一ヶ谷景虎。「うちらも、オタクと出会えるバイト探せば良くない！？」次なる出会いの場として、オタクバイトを探すことになった俺たちだが…。おまっ、何つー格好してんだよ！？「一応着てみたけどこんな服で撮影会なんて絶対できないし！」だからコスプレ撮影会のバイトで出会いなんて滅多にねーよ！そういえば新規オープンの猫耳メイド喫茶がバイト募集してるらしいから、そこで働こうぜ。五条さんからも同じバイト先で働けることになったら、嬉しいって言われたしな！,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9367/9784040729367.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15819639/,2019/10/20,0,3
同棲から始まるオタク彼女の作りかた,,村上　凛/館川　まこ,,KADOKAWA,9784040729350,2019/10/20,彼女にするなら絶対にオタクの女の子がいい。さらに黒髪ロングの清楚系で、美少女系コンテンツが好きなら最高だ！なのになぜ！「あんたが言ったんだからね！？私を、オタク男子の理想のオタク女子にしてやる、って…！」俺の好みとは真逆の隠れオタクでリア充ギャルの二科心と同棲することになってんだ！？「男性向け同人誌って、色々しっかり描かれてるんだ…」俺の同人誌を部屋に持ち帰るな！「早速写真撮ってくんない？」コスプレ、パンツ見えそうだぞ…。「これでウケ悪かったら恨むからね！」オタク男子はみんな童貞を殺す服が好きなんだよ！オタクとギャルの同棲協定ラブコメ！,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9350/9784040729350.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15666971/,2019/10/20,0,0
資本主義に出口はあるか,,荒谷 大輔,,講談社,9784065170168,2019/10/19,ネオ・リベラリズムのその先に、新しい社会はありえるだろうか？この社会だけが、人間が生きる社会の最適解ではない。本当の「自由」と「平等」を、ゼロ地点から立ち上げる社会の実現へ。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0168/9784065170168.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15982149/,2019/10/19,0,3
俺の青春を生け贄に、彼女の前髪をオープン,,凪木　エコ/すし*,,KADOKAWA,9784040721996,2019/10/18,８年ぶりに帰国した俺の幼馴染みサリュは超絶可愛い。金髪ハーフでオッドアイ。しかも、口癖は「タロ様のお嫁さんになるです！」で、風呂に一緒に入ってくるほど俺のことが大好き。そんな完璧美少女にドキドキしてたら、実はコイツには大きな欠点がありー「他人に目を見られるくらいなら死んだ方がマシですぅ…」イエス！超絶コミュ難になってました！！サリュを助けるために俺は『動画配信で美少女生主として君臨して自信をつける』という、画期的な方法を編み出す。雑談にコスプレ、ゲーム実況、疑似デート…全部放送して人目に慣れさせろ！見せびらかし系青春ラブコメ、スタート！！,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1996/9784040721996.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/14587396/,2019/10/18,0,3
われら,,ザミャーチン/松下隆志,,光文社,9784334754099,2019/10/17,いまから約１０００年後、地球全土を支配下に収めた“単一国”では、食事から性行為まで、各人の行動はすべて“時間タブレット”により合理的に管理されている。その国家的偉業となる宇宙船“インテグラル”の建造技師д-５０３は、古代の風習に傾倒する女Ｉ-３３０に執拗に誘惑され…。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4099/9784334754099.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/16040205/,2019/10/17,0,3
唯脳論,,養老孟司,,筑摩書房,9784480084392,2019/10/12,文化や伝統、社会制度はもちろん、言語、意識、そして心…あらゆるヒトの営みは脳に由来する。「情報」を縁とし、おびただしい「人工物」に囲まれた現代人は、いわば脳の中に住むー脳の法則性という観点からヒトの活動を捉え直し、現代社会を「脳化社会」と喝破。さらに、脳化とともに抑圧されてきた身体、禁忌としての「脳の身体性」に説き及ぶ。発表されるや各界に波紋を投げ、一連の脳ブームの端緒を拓いたスリリングな論考。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4800/48008439.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/1008673/,2019/10/12,0,3
｢豊かさ｣の誕生(下),,ウィリアム・バーンスタイン,,日本経済新聞出版社,9784532197698,2019/10/09,「私有財産権」「科学的合理主義」「資本市場」「輸送・通信手段」。これらの要素が揃った国では爆発的な勢いの経済成長が始まり、国民生活の「豊かさ」も大きく引き上がる。１９世紀初頭に始まる西洋諸国の勃興から、戦前・戦後における日本の驚異的な成長、そしてイスラム諸国の停滞の原因に至るまでを、壮大なスケールで描き出した文明史。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7698/9784532197698.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/13250601/,2019/10/09,0,3
ゴルディアスの結び目,,小松　左京,,KADOKAWA,9784041073261,2019/10/08,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3261/9784041073261.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15639164/,2019/10/08,0,4
嘘と正典,,小川　哲,,早川書房,9784152098863,2019/09/30,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8863/9784152098863.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15981644/,2019/09/30,0,4
不良老人の文学論,,筒井 康隆,,新潮社,9784103145332,2019/09/29,不良老人はこんなに楽しい！大江健三郎、蓮實重彦、ウンベルト・エーコなど世界文学最前線から現代日本の気鋭作家までを縦横に論じ来り、小松左京、井上ひさし、丸谷才一たちを悼み、自作裏話を打ち明け、宗教や老いをも論じ去るー。巨匠１４年ぶり、芳醇かつ物騒なるエッセイ集。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5332/9784103145332.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15675902/,2019/09/29,0,3
｢豊かさ｣の誕生(上),,ウィリアム・バーンスタイン,,日本経済新聞出版社,9784532197681,2019/09/25,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7681/9784532197681.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/13250600/,2019/09/25,0,3
日英インテリジェンス戦史,,小谷　賢,,早川書房,9784150505448,2019/09/22,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5448/9784150505448.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15974991/,2019/09/22,0,3
フロスト詩集,,川本皓嗣,,岩波書店,9784003234310,2019/09/17,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4310/9784003234310.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15570583/,2019/09/17,0,3
俺の妹がこんなに可愛いわけがない(13) あやせif 上,,伏見　つかさ/かんざき　ひろ,,KADOKAWA,9784048932851,2019/09/15,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2851/9784048932851.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15983775/,2019/09/15,0,3
妻を帽子とまちがえた男,,オリヴァー・サックス/高見幸郎,,早川書房,9784150503536,2019/09/11,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3536/9784150503536.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/6117640/,2019/09/11,0,3
おれの血は他人の血,,筒井康隆,,新潮社,9784101171081,2019/09/06,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/noimage_01.gif?_ex=200x200,https://books.rakuten.co.jp/rb/7906465/,2019/09/06,0,3
虚妄のAI神話,,ジャン＝ガブリエル・ガナシア/伊藤　直子,,早川書房,9784150505431,2019/09/06,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5431/9784150505431.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15929761/,2019/09/06,0,3
サイバネティックス,,ノーバート・ウィーナー/池原止戈夫,,岩波書店,9784003394816,2019/09/05,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4816/9784003394816.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/11226560/,2019/09/05,0,3
なぜ世界は存在しないのか,,マルクス・ガブリエル/清水 一浩,,講談社,9784062586702,2019/08/31,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6702/9784062586702.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15250501/,2019/08/31,0,3
千年投資の公理,,パット・ドーシー/鈴木一之,,パンローリング,9784775971147,2019/08/31,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1147/9784775971147.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/5928872/,2019/08/31,0,3
フラッシュ・ボーイズ 10億分の1秒の男たち,,マイケル・ルイス/渡会 圭子,,文藝春秋,9784167913403,2019/08/27,,超高速取引について,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3403/9784167913403.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15948356/,2019/08/27,0,4
勇者の村の村人は魔族の女に懐かれる,,まさみティー,,TOブックス,9784864727778,2019/08/24,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7778/9784864727778.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15697620/,2019/08/24,0,2
ソロモンの指環,,コンラート・ローレンツ/日高敏隆,,早川書房,9784150502225,2019/08/24,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2225/9784150502225.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/959933/,2019/08/24,0,3
お金 2.0,,佐藤航陽,,幻冬舎,9784344032156,2019/08/24,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2156/9784344032156.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15228762/,2019/08/24,0,3
アステリズムに花束を 百合SFアンソロジー,,S-Fマガジン編集部,,早川書房,9784150313838,2019/08/24,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3838/9784150313838.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15899642/,2019/08/24,0,4
その日彼は死なずにすむか？,,植田 亮/小木 君人,,小学館,9784094511420,2019/08/24,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1420/9784094511420.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/6096503/,2019/08/24,0,2
多数決を疑う,,坂井豊貴,,岩波書店,9784004315414,2019/08/24,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5414/9784004315414.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/13218091/,2019/08/24,0,3
あなたと原爆 オーウェル評論集,,ジョージ・オーウェル/秋元孝文,,光文社,9784334754082,2019/08/24,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4082/9784334754082.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/16002342/,2019/08/24,0,3
くたばれPTA改版,,筒井康隆,,新潮社,9784101171197,2019/08/22,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1197/9784101171197.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/9054341/,2019/08/22,0,3
なめらかな世界と、その敵,,伴名　練,,早川書房,9784152098801,2019/08/20,,"美亜羽に贈る弾丸が伊藤計劃の「ハーモニー」のアンサーとして最高に良かった。
2019年ベスト入り",https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8801/9784152098801.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15975198/,2019/08/20,0,5
朝のガスパール,,筒井康隆,,新潮社,9784101171340,2019/08/10,,,https://images-fe.ssl-images-amazon.com/images/I/51FcOSxanPL.jpg,https://books.rakuten.co.jp/rb/9343181/,2019/08/10,0,3
古代ローマの生活,,樋脇博敏,,KADOKAWA,9784044092221,2019/08/07,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2221/9784044092221.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/13326881/,2019/08/07,0,3
ユービック,,フィリップ・キンドレッド・ディック/浅倉久志,,早川書房,9784150103149,2019/08/04,,,"https://images-na.ssl-images-amazon.com/images/I/51Q5q1sn1xL._SX334_BO1,204,203,200_.jpg",https://books.rakuten.co.jp/rb/92621/,2019/08/04,0,3
クジラアタマの王様,,伊坂 幸太郎,,NHK出版,9784140057063,2019/08/04,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7063/9784140057063.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15947323/,2019/08/04,0,3
群衆心理,,ギュスターヴ・ル・ボン/桜井成夫,,講談社,9784061590922,2019/08/04,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0922/9784061590922.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/613131/,2019/08/04,0,3
世につまらない本はない,,養老孟司/池田清彦,,朝日新聞出版,9784022618443,2019/08/04,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8443/9784022618443.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/13477985/,2019/08/04,0,3
この素晴らしい世界に祝福を！16 脱走女神、ゴーホーム！,,暁　なつめ/三嶋　くろね,,KADOKAWA,9784041085202,2019/08/04,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5202/9784041085202.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15969647/,2019/08/04,0,3
この素晴らしい世界に祝福を！15 邪教シンドローム,,暁　なつめ/三嶋　くろね,,KADOKAWA,9784041075548,2019/08/03,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5548/9784041075548.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15639324/,2019/08/03,0,3
この素晴らしい世界に祝福を！14 紅魔の試練,,暁　なつめ/三嶋　くろね,,KADOKAWA,9784041061114,2019/08/03,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1114/9784041061114.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15497859/,2019/08/03,0,3
この素晴らしい世界に祝福を！13 リッチーへの挑戦状,,暁　なつめ/三嶋　くろね,,KADOKAWA,9784041061091,2019/08/03,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1091/9784041061091.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15214597/,2019/08/03,0,3
天才たちの日課,,メイソン・カリー/金原瑞人,,フィルムアート社,9784845914333,2019/08/01,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4333/9784845914333.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/13054688/,2019/08/03,0,3
OD＞株とPython,,宮部保雄,,インプレスR＆D,9784844398844,2019/07/28,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8844/9784844398844.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15750552/,2019/07/28,0,3
難しいことはわかりませんが、お金の増やし方を教えてください！,,山崎元/大橋弘祐,,文響社,9784905073246,2019/07/27,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3246/9784905073246.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/13468386/,2019/07/27,0,3
止まりだしたら走らない,,品田遊,,リトル・モア,9784898154151,2019/07/26,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4151/9784898154151.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/13288642/,2019/07/26,0,3
アマゾンの倉庫で絶望し、ウーバーの車で発狂した,,ジェームズ・ブラッドワース/濱野大道,,光文社,9784334962272,2019/07/25,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2272/9784334962272.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15836691/,2019/07/25,0,4
無知の壁,,養老孟司/アルボムッレ・スマナサーラ,,サンガ,9784905425182,2019/07/21,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5182/9784905425182.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/12934235/,2019/07/21,0,3
ショーペンハウアーとともに,,ミシェル・ウエルベック/アガト・ノヴァック＝ルシュヴァリエ,,国書刊行会,9784336063557,2019/07/20,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3557/9784336063557.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15894002/,2019/07/20,0,3
都市と星新訳版,,アーサー・チャールズ・クラーク/酒井昭伸,,早川書房,9784150117245,2019/07/19,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7245/9784150117245.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/6179817/,2019/07/19,0,3
図書館巡礼,,スチュアート・ケルズ/小松　佳代子,,早川書房,9784152098498,2019/07/19,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8498/9784152098498.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15795278/,2019/07/19,0,3
三体,,劉　慈欣/大森　望,,早川書房,9784152098702,2019/07/16,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8702/9784152098702.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15929765/,2019/07/16,0,5
ニック・ランドと新反動主義 現代世界を覆う〈ダーク〉な思想,,木澤 佐登志,,星海社,9784065160145,2019/07/14,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0145/9784065160145.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15871678/,2019/07/14,0,4
アルゴリズム思考術,,ブライアン・クリスチャン/トム・グリフィス,,早川書房,9784150505387,2019/07/04,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5387/9784150505387.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15830609/,2019/07/04,0,4
